Viloyat / Област / Region;Tuman / Район / District;Joyiashgan joyi / Место расположения / Location; Turi / Тип / A type;Kenglik / Широта / Latitude;Uzunlik / Долгота / Longitude;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Навоий шох R7 (ВИИБ чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;ОЛТИНКЎЛ КЎЧАСИ (\"ХАЛҚ БАНКИ\" ҚАРШИСИДА);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Олтин кўл R7 (Ўзбегим сав. марк. чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Б. Машраб R2 (5-Поликлиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Ўзбекистон V1 (Бизнес центр чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Лермонтов R3 (5-Поликлиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Бобур шох R4 (Шохбекат чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Фитрат R2 (Голден чиккен чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Ўзбекистон R2 (Бизнес центр чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Бобур шох V2 (Шохбекат чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Навоий шох R3 (ВИИБ чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Навоий шох R8 (ВИИБ чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Олтин кўл R4 (Ўзбегим сав. марк. чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Чўлпон шох R2 (Ўзбегим сав. марк. чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Олтин кўл V2 (Ўзбегим сав. марк. чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Ўзбекистон R3 (Голден чиккен чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Б. Машраб R6 (5-Поликлиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Ўзбекистон V2 (Голден чиккен чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Ўзбекистон R5 (Бизнес центр чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Фитрат R1 (Голден чиккен чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Ўзбекистон R7 (Голден чиккен чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Амир Темур шох R5 (Шохбекат чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Миллий тикланиш R6 (ВИИБ чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Олтин кўл R3 (Ўзбегим сав. марк. чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;А.ТЕМУР КЎЧАСИ (АВТОШОХБЕКАТ ҚАРШИСИДА);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Лермонтов V4 (5-Поликлиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Навоий шох V2 (ВИИБ чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Фитрат V3 (Голден чиккен чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Амир Темур шох V3 (Шохбекат чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Чўлпон шох V1 (Ўзбегим сав. марк. чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Лермонтов V2 (5-Поликлиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Чўлпон шох V3 (Ўзбегим сав. марк. чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Қўш ариқ R6 (Клиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Фитрат V1 (Голден чиккен чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Миллий тикланиш V3 (ВИИБ чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Бобур шох V4 (Клиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Бобур шох V2 (Бизнес центр чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Отабеков V1 (Клиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Қўш ариқ V3 (Клиника чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Бобур шох V4 (Бизнес центр чоррахаси);ПДД КАМЕРА;;;
Andijon vilоyati / Андижанская область / Andijan region;АНДИЖОН ШАҲРИ;Бобур шох V1 (Шохбекат чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Чорсудан келиш-2 (Исфархон чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Марғилон кўчадан келиш (Исфархон чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Тошбулоқдан келиш-1 (Сардоба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Стадиондан келиш-1 (Дамба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;НамДУдан келиш-2 (Соҳилбўйи чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Исфархондан келиш-2 (Сардоба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Уйчидан келиш-1 (Тунукасоз чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Пожаркадан келиш-2 (Соҳилбўйи чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Горотделдан келиш-1 (Сардоба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Чорсудан келиш-1 (Исфархон чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Сардобадан келиш-1 (Исфархон чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Уйчидан келиш-2 (Тунукасоз чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Горотделдан келиш-1 (Исфархон чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Автовокзалдан келиш-2 (Дўстлик чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Шодликдан келиш-2 (Сардоба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Горотделдан келиш-2 (Исфархон чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Сардобадан келиш-2 (Исфархон чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Дўстликдан келиш -2 (Дамба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Дамбадан келиш-2 (Дўстлик чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Шодликдан келиш-1 (Сардоба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Дўстликдан келиш -1 (Дамба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;НамДУдан келиш-1 (Соҳилбўйи чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Оромгоҳдан келиш-2 (Дўстлик чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Б. Машрабдан келиш-2 (Тунукасоз чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Автовокзалдан келиш-1 (Дўстлик чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Тошбулоқдан келиш-2 (Сардоба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Исфархондан келиш-2 (Тунукасоз чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Исфархондан келиш (Дамба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Стадиондан келиш-2 (Дамба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Чорсудан келиш (Соҳилбўйи чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Исфархондан келиш-1 (Тунукасоз чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Оромгоҳдан келиш-1 (Дўстлик чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Пожаркадан келиш-1 (Соҳилбўйи чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Дамбадан келиш-1 (Дўстлик чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Б. Машрабдан келиш-1 (Тунукасоз чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Горотделдан келиш-2 (Сардоба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Исфархондан келиш-1 (Сардоба чоррахаси);ПДД КАМЕРА;;;
Namangan viloyati / Наманганская область / Namangan region;НАМАНГАН ШАҲРИ;Динамодан келиш (Дамба чоррахаси);ПДД КАМЕРА;;;
Samargand viloyati / Самаркандская область / Samarkand region;КАТТАҚЎРҒОН ШАҲРИ;Каттакургон А.Я.Ж 4Р46 А.Й 64 КМ;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;САМАРҚАНД ТУМАНИ;А378 а й 8 км Гулистон а я.ж. Карши - Самарканд;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;БУЛУНҒУР ТУМАНИ;САМАРҚАНД ВИЛОЯТИ БУЛУНҒУР ТУМ М39 А/Й 1042 КМ;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;ОҚДАРЁ ТУМАНИ;ОКДАРЁ ТУМАНИ М-37 А/Й 26 КМ ЯНГИКИШЛОК А.Я.Ж. САМАРКАНД-НАВОИЙ;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;ИШТИХОН ТУМАНИ;Иштихон А.Я.Ж. М37 а.й. 55 км. Навой - Самарканд;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;ОҚДАРЁ ТУМАНИ;Туртайгир а.я.ж М37 а.й 23-24 км Самарканд-Навоий;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;КАТТАҚЎРҒОН ТУМАНИ;КАТТАҚЎРҒОН ТУМАНИ, М-37 А/ЙНИНГ 71 КМ, АЛИЖОН АЯЖ;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;ЖОМБОЙ ТУМАНИ;Уртабуз А.Я.Ж  М 39 А.Й 1077 км Самарканд- Тошкент;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;ПАЙАРИҚ ТУМАНИ;Самарканд вил., Паяриқ тумани, Челак шахри Истиклол кўчаси 151 уй рўпараси. Челак -Самарканд йуналиши.;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;ПАХТАЧИ ТУМАНИ;САМАРҚАНД ВИЛОЯТИ ПАХТАЧИ ТУМ \"КОЗИБОКАР\" АЯЖ  М37 А\\Й 139 КМ;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;НАРПАЙ ТУМАНИ;НАРПАЙ ТУМАНИ,МИРБОЗОР А.Я.Ж М37 АВТОМОБИЛ ЙЎЛИНИНГ 106 КМ;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;ПАСТДАРҒОМ ТУМАНИ;Найман А.Я.Ж. 4Р46 А.Й 6 КМ Самарканд-Жума;СТАЦИОНАР РАДАР;;;
Samargand viloyati / Самаркандская область / Samarkand region;НАРПАЙ ТУМАНИ;НАРПАЙ ТУМАНИ МИРБОЗОР АЯЖ;ПДД КАМЕРА;;;
Samargand viloyati / Самаркандская область / Samarkand region;НАРПАЙ ТУМАНИ;НАРПАЙ ТУМАНИ ОҚТОШ ШАҲАР;ПДД КАМЕРА;;;
Samargand viloyati / Самаркандская область / Samarkand region;НАРПАЙ ТУМАНИ;НАРПАЙ ТУМАНИ МИРБОЗОР АЯЖ;ПДД КАМЕРА;;;
Samargand viloyati / Самаркандская область / Samarkand region;САМАРҚАНД ШАҲРИ;САМАРҚАНД ШАҲАР ДАГБЕТ КЎЧАСИ;ПДД КАМЕРА;;;
Samargand viloyati / Самаркандская область / Samarkand region;НАРПАЙ ТУМАНИ;НАРПАЙ ТУМАНИ МИРБОЗОР АЯЖ;ПДД КАМЕРА;;;
Samargand viloyati / Самаркандская область / Samarkand region;САМАРҚАНД ШАҲРИ;САМАРҚАНД ШАҲАР СПЕТАМЕН ШОХ КЎЧАСИ;ПДД КАМЕРА;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;САЙХУНОБОД ТУМАНИ;\"А-373 ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН ВА АНДИЖОН ОРҚАЛИ-ЎШ\" А.Й.НИНГ 49 КМ.;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;СИРДАРЁ ТУМАНИ;СИРДАРЁ ВИЛОЯТИ, СИРДАРЁ ТУМАНИ, М-34 АВТОМОБИЛ ЙЎЛИНИНГ 76 КМ ТОШКЕНТ-СИРДАРЁ ЙЎНАЛИШИ;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;ГУЛИСТОН ШАҲРИ;ГУЛИСТОН ШАҲАР 4R-18 A373 АВТОМОБИЛ ЙЎЛИНИНГ 22 КМ;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;ОҚОЛТИН ТУМАНИ;А-373 \"М-39-А.Й.-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН ВА АНДИЖОН ОРҚАЛИ-ЎШ\" А.Й.НИНГ 14 КМ.;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;ОҚОЛТИН ТУМАНИ;А-373 \"М-39-А.Й.-ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН ВА АНДИЖОН ОРҚАЛИ-ЎШ\" А.Й.НИНГ 14 КМ.;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;САЙХУНОБОД ТУМАНИ;\"А-373 ГУЛИСТОН-БЎКА-АНГРЕН-ҚЎҚОН ВА АНДИЖОН ОРҚАЛИ-ЎШ\" А.Й.НИНГ 49 КМ.;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;ХОВОС ТУМАНИ;СИРДАРЁ ВИЛОЯТИ, ХОВОС ТУМАНИ, А-376 АВТОМОБИЛ ЙЎЛИНИНГ 228КМ;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;СИРДАРЁ ТУМАНИ;СИРДАРЁ ВИЛОЯТИ, СИРДАРЁ ТУМАНИ, М-34 АВТОМОБИЛ ЙЎЛИНИНГ 76 КМ СИРДАРЁ-ТОШКЕНТ ЙЎНАЛИШИ;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;СИРДАРЁ ТУМАНИ;M34 ТОШКЕНТ-ДУШАНБЕ АВТОМОБИЛ ЙЎЛИНИНГ 100 КМ;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;МИРЗАОБОД ТУМАНИ;СИРДАРЁ ВИЛОЯТИ, МИРЗАОБОД ТУМАНИ М-34 АВТОМОБИЛ ЙЎЛИНИНГ 109 КМ СИРДАРЁ-ГУЛИСТОН ЙЎНАЛИШ;СТАЦИОНАР РАДАР;;;
Sirdaryo viloyati / Сырдарьинская область / Syrdarya region;МИРЗАОБОД ТУМАНИ;СИРДАРЁ ВИЛОЯТИ, МИРЗАОБОД ТУМАНИ М-34 АВТОМОБИЛ ЙЎЛИНИНГ 109 КМ ГУЛИСТОН-СИРДАРЁ ЙЎНАЛИШ;СТАЦИОНАР РАДАР;;;